id,purchaseValue
306,2726.8008
307,-88202.74
308,-5262.4785
309,19064462.0
310,1986598.9
311,9582459.0
312,30243712.0
313,28485908.0
314,7793.352
315,-114152.99
316,-28566.756
317,-88536.195
318,7957632.0
319,36096484.0
320,-21797.158
321,2897.4517
322,19323352.0
323,4007.478
324,-38190.19
325,-3238.3484
326,-24513.283
327,7015862.5
328,134744910.0
329,3099.4602
330,4350.3403
331,4087.3652
332,-21657.867
333,4063.5217
334,1588.1487
335,-16223.451
336,-3504.41
337,2875.1863
338,-110489.195
339,2315182.5
340,30733022.0
341,-21707.373
342,14271368.0
343,-127652.91
344,-12621.848
345,2297013.2
346,22784008.0
347,6127716.0
348,-43745.867
349,15834748.0
350,-9879.281
351,-31367.908
352,-10978.387
353,2027.7649
354,37946.953
355,-39635.36
356,135257500.0
357,499.9733
358,33769416.0
359,-33783.87
360,158.18684
361,-106008.27
362,503221.16
363,11269510.0
364,664070.5
365,508332740.0
366,2052896.8
367,57312996.0
368,-112115.41
369,-1820.0914
370,-11823.68
371,2987856.2
372,-103507.586
373,-131829.47
374,41986140.0
375,12318.331
376,1908.932
377,43675710.0
378,2266.5374
379,97656400.0
380,9631.285
381,12621020.0
382,-14698.215
383,2078.006
384,8728401.0
385,3697837.2
386,-40434.855
387,19827490.0
388,3046.1533
389,-94070.586
390,2305.9478
391,6291.107
392,6089523.5
393,2447522.0
394,-235388.95
395,10191737.0
396,59784590.0
397,-4785.404
398,13710157.0
399,1564726.0
400,16077467.0
401,13622132.0
402,33133.523
403,39387764.0
404,101224550.0
405,16974378.0
406,-45564.65
407,-20337.377
408,2850946.2
409,13261.92
410,-45098.277
411,-1067.2861
412,-31190.652
413,-39769.28
414,8864.59
415,3068844.5
416,-23253.842
417,21445318.0
418,2502.9612
419,-1489.041
420,2004794.2
421,18734460.0
422,409413400.0
423,-8007.079
424,78653840.0
425,35373.676
426,185258.44
427,6393.339
428,264.00946
429,-9300.758
430,1120503.4
431,1952269.8
432,1337.1686
433,3125.2126
434,36726148.0
435,3079.3596
436,-770.22974
437,-32.257122
438,-871022.5
439,3457.0308
440,2532.426
441,31899994.0
442,-1279.2511
443,-3026.9006
444,-55587.184
445,-53206.15
446,231928750.0
447,2931.9705
448,6701.649
449,6755.007
450,89636.1
451,7922939.5
452,251819170.0
453,-63453.105
454,37138744.0
455,-403296.34
456,25057322.0
457,-12487.839
458,-11350.736
459,2571.4487
460,80290650.0
461,-88602.11
462,-5667.553
463,-40894.156
464,-27575.236
465,-28132.412
466,6376.5137
467,29267026.0
468,-3447.2676
469,40564750.0
470,12498.351
471,238962.56
472,61513.285
473,3542.534
474,952847040.0
475,-7187.336
476,-12335.762
477,-75414.88
478,3189.054
479,130414380.0
480,3911875.5
481,4302.9395
482,12647.993
483,1305.3452
484,4516693.0
485,3914.7437
486,2668.8506
487,2837.573
488,-579.6141
489,-58104.84
490,-2097.812
491,-65455.74
492,-31661.965
493,28803.129
494,9470080.0
495,-41067.953
496,870.36017
497,7567.5024
498,2628.6519
499,129742696.0
500,1232.7112
501,3223.656
502,-12049.681
503,22415426.0
504,-7102.311
505,11845821.0
506,-2871.5005
507,1841.1346
508,44445870.0
509,2691.6404
510,-25607.049
511,-259074.86
512,4076.4968
513,16076765.0
514,-3467.9185
515,21101.797
516,2697428.5
517,232952.5
518,-32326.654
519,-11530.948
520,60949604.0
521,954.5885
522,-34447.234
523,91338.2
524,26668.885
525,3554901.5
526,5776.8853
527,28873658.0
528,-25082.691
529,-264.93692
530,11929735.0
531,-61373.832
532,13630.255
533,2733168.8
534,5177.469
535,3910.536
536,23045366.0
537,3272.0105
538,3392.615
539,942.70044
540,64983.875
541,9618.734
542,-2987.562
543,8953094.0
544,-13064.716
545,37124.875
546,199528020.0
547,1135.6167
548,3065.9316
549,357.67847
550,9696.474
551,21133.287
552,-74028.47
553,-304078.75
554,166835.97
555,-9206.857
556,-16.140177
557,-123768.02
558,2822.1624
559,1562.7418
560,250233.02
561,29100.07
562,1904.9431
563,11822455.0
564,-67288.36
565,134804020.0
566,377260.97
567,1750.3875
568,-399.91016
569,-52299.168
570,-135106.61
571,10295501.0
572,47109080.0
573,-2599.3848
574,2989.7002
575,-28522.775
576,130.96832
577,8082.1147
578,2373.616
579,3354.968
580,10203.777
581,89538.94
582,5296.7812
583,2432.2705
584,-120002.71
585,6005334.5
586,-4081.1753
587,-10179.208
588,5372.7676
589,-15097.248
590,29175970.0
591,-5731.5933
592,-62572.93
593,-655.2401
594,32265792.0
595,-18101.045
596,4503.023
597,115322310.0
598,-1404.1521
599,-20247.396
600,3671326.5
601,66801476.0
602,89023.42
603,14102.736
604,1742935.5
605,13603719.0
606,44934732.0
607,1839.9143
608,507.1262
609,-13409.017
610,10553612.0
611,-38772.363
612,2556.445
613,109982320.0
614,-18614.838
615,-39038.027
616,-1503.6466
617,118683740.0
618,25025062.0
619,13814.189
620,-5235.99
621,820329700.0
622,6049.024
623,7032639.5
624,4224.2974
625,778842750.0
626,11622333.0
627,1730876.1
628,2365.2617
629,159.97029
630,63236.383
631,1782.5139
632,-1032.5134
633,15523.926
634,53286.207
635,4306.939
636,2772.6196
637,-135778.19
638,12052507.0
639,38319.004
640,3178065.2
641,18287618.0
642,7577455.0
643,16065520.0
644,34813950.0
645,-28179.002
646,61414204.0
647,23898832.0
648,-135.55956
649,5780.6685
650,714482.8
651,2740.664
652,-65.415085
653,-80932.92
654,-137.8568
655,165356.45
656,2545.8823
657,-20447.084
658,3769.7405
659,62186.156
660,2321.332
661,-50595.734
662,50030270.0
663,-54465.57
664,9449439.0
665,354987740.0
666,2405.526
667,44983956.0
668,-16637.494
669,-14767.592
670,7096.481
671,5843191.5
672,-33330.113
673,-73518.875
674,14940628.0
675,-569532.4
676,-78237.34
677,397962.28
678,831.8173
679,-70263.055
680,85167830.0
681,10519786.0
682,113140760.0
683,418.89014
684,4437.305
685,-152903.55
686,-15230.809
687,4621.072
688,77128056.0
689,7994.173
690,143979860.0
691,-206879.31
692,8042783.0
693,-55145.215
694,41987884.0
695,172652930.0
696,-93373.96
697,-2366.9932
698,307667.4
699,1249.3828
700,2316.7756
701,57496.344
702,-4206.5054
703,413492.84
704,30686576.0
705,-56602.863
706,50177.03
707,8599.079
708,216554200.0
709,-91428.46
710,-667.3064
711,3164.9006
712,-83939.9
713,1053431.5
714,60574.58
715,3155.965
716,76137510.0
717,-7926.0464
718,5587439.5
719,1180.0527
720,-368.72626
721,2598.5498
722,-10342.161
723,16968464.0
724,-202018.69
725,-61912.484
726,269581100.0
727,1837115.0
728,-5724.7925
729,61902.363
730,-16308.368
731,6343857.5
732,-5022.794
733,3211.428
734,3435.2466
735,3022.0815
736,13185297.0
737,17164448.0
738,-6861.799
739,16681.47
740,-28786.113
741,27957398.0
742,-37563.65
743,-34.851807
744,1747501.4
745,7760482.0
746,-56412.74
747,-14970.7705
748,3076196.8
749,461.23328
750,-1786.5695
751,501980.0
752,15255012.0
753,-4038.6257
754,2472.4395
755,-41926.59
756,-27850.648
757,-199576.25
758,17485.871
759,2999.0088
760,1181.7644
761,18992360.0
762,1443620.6
763,-126563.01
764,-146515.2
765,161369630.0
766,1243676.4
767,2892.8984
768,4862842.0
769,4776.804
770,20938330.0
771,-186625.19
772,2231.1726
773,15364845.0
774,-26727.973
775,2808.7283
776,23209.781
777,-122661.16
778,91608800.0
779,-2123.824
780,10402827.0
781,359233.62
782,12988084.0
783,-35883.406
784,1700827.4
785,-47398.816
786,7340.737
787,11315.046
788,2284.8157
789,-41708.348
790,-207427.19
791,168306800.0
792,-277942.0
793,-46077.547
794,-53514.086
795,70302.92
796,-1772.0027
797,-5419.49
798,3641.7153
799,-33554.914
800,2251505.5
801,10947348.0
802,17742.617
803,-31188.336
804,-495.6366
805,-22976.082
806,10154.46
807,-406503.25
808,-33724.492
809,-30975.637
810,487369.47
811,-2217.0
812,49985004.0
813,289817.2
814,85754.55
815,7540.7495
816,-10131.21
817,6461.1157
818,105992.875
819,-83215.74
820,-72535.45
821,-508008.66
822,-3105.1042
823,21394.23
824,32996696.0
825,3445.4255
826,28805530.0
827,302.6719
828,1529.9469
829,12073082.0
830,2591.451
831,2814.6753
832,-2160.731
833,42936700.0
834,68537980.0
835,766.42346
836,119453460.0
837,4735.756
838,-1529964.6
839,64272.26
840,-12074.351
841,-61202.18
842,1640.0773
843,4666.7896
844,-125433.5
845,387.44128
846,2112.446
847,1281.09
848,46741628.0
849,-115956.62
850,-1285239.8
851,-55388.105
852,489829.44
853,33994230.0
854,-22420.967
855,5083.789
856,29359420.0
857,-9641.652
858,113754880.0
859,-51985.43
860,19690.338
861,-26545.389
862,4163.8574
863,-15239.492
864,45882296.0
865,546047940.0
866,-510640.94
867,177770.42
868,-18967.332
869,685471.0
870,7085.9927
871,71586820.0
872,-41811.29
873,-1634.132
874,-92832.88
875,-3731.861
876,127431740.0
877,27931106.0
878,16053521.0
879,49510830.0
880,3614626.2
881,2251.1562
882,1292.3777
883,-14232.098
884,-64516.688
885,-163829.86
886,25484806.0
887,550904.9
888,-61447.637
889,21263470.0
890,-113525.45
891,-36506.023
892,-254016.45
893,132366.8
894,-14800.295
895,-44444.797
896,50925.348
897,74140430.0
898,-140.78334
899,12619.079
900,-109737.414
901,4466.861
902,2008928.1
903,714828.4
904,33428950.0
905,5000.5728
906,24019.441
907,-5722.118
908,3013.4578
909,15084.111
910,-16170.46
911,2739.5354
912,3676.747
913,33327236.0
914,16048489.0
915,3211.5918
916,40381504.0
917,2563.825
918,-45258.613
919,4408.9497
920,594.6719
921,39250.223
922,939.7201
923,-2218.1826
924,10505.335
925,-3680.8516
926,-17270.594
927,-232226.5
928,8012.049
929,1712806.2
930,-167876.34
931,-59025.082
932,-124236.7
933,26318734.0
934,-40665.477
935,27840018.0
936,6829.9575
937,59285204.0
938,838592.5
939,1514.2998
940,420.16302
941,-132002.39
942,77493430.0
943,19361.703
944,-118211.484
945,3287.047
946,189765920.0
947,-74721.89
948,-1585.7422
949,-6445.862
950,25369836.0
951,93910.73
952,-821.0877
953,315101.44
954,1714.7129
955,930691.4
956,-1563.0441
957,6663991.5
958,-44949.56
959,3415341.2
960,5327.1577
961,-7029.291
962,2355.904
963,-387146.8
964,19423612.0
965,1936034.4
966,-41212.633
967,23676118.0
968,2636.2693
969,20231.467
970,3533350.2
971,65103.418
972,2611.1772
973,2954.7812
974,42155840.0
975,-78950.766
976,8403723.0
977,273851.1
978,-80742.38
979,15196921.0
980,208198.2
981,1694.7909
982,66397070.0
983,4588.171
984,-38477.406
985,30644324.0
986,36399.945
987,7078776.0
988,168388210.0
989,6127940.5
990,17318688.0
991,4033.5586
992,2701.8755
993,1742.3116
994,-38678.832
995,3881.4492
996,689987.5
997,33038312.0
998,-22214.875
999,398.95746
1000,-43173.31
1001,2238.1067
1002,-31915.965
1003,-2461.0093
1004,767.3612
1005,2741.8428
1006,39123040.0
1007,-161029.97
1008,-81624.5
1009,220511.92
1010,37413170.0
1011,22888.213
1012,-4297.3823
1013,802.7578
1014,411325.03
1015,60722424.0
1016,-79951.11
1017,-3794.9224
1018,-7777.3755
1019,1838.015
1020,-2687.1377
1021,13659085.0
1022,17175634.0
1023,-940.03064
1024,-29122.24
1025,-58138.992
1026,-118117.71
1027,110996.484
1028,-26662.455
1029,11305986.0
1030,56117.473
1031,389.34256
1032,-56972.348
1033,20402.477
1034,-38553.69
1035,2728.6582
1036,153360.95
1037,668.2117
1038,-5738.7847
1039,3610.6006
1040,-2284.7327
1041,3577.2751
1042,-3087.8972
1043,189159.02
1044,14255.949
1045,4690.188
1046,-125223.21
1047,-162322.5
1048,-12800.57
1049,-112341.99
1050,-177.09448
1051,12315495.0
1052,-3925.0447
1053,10399064.0
1054,-675608.6
1055,2761.0195
1056,1175019.5
1057,7898.966
1058,9744990.0
1059,1107.4214
1060,-59954.047
1061,51537.203
1062,-18460.73
1063,854012860.0
1064,31274942.0
1065,3798160.0
1066,296428.88
1067,96395610.0
1068,2349.0376
1069,-72011.97
1070,-16475.787
1071,3695.4917
1072,2982337.0
1073,-278.46884
1074,2334.3057
1075,-2385.4622
1076,-73786.48
1077,-941.4433
1078,4140.961
1079,-143959.03
1080,-60637.895
1081,21931.629
1082,3589.8262
1083,28349860.0
1084,796381.06
1085,-1425.4929
1086,6248.117
1087,2437.903
1088,172007.0
1089,47661990.0
1090,-16869.182
1091,2418.571
1092,368776.7
1093,1136.8528
1094,6643.4116
1095,59217.4
1096,2866.9277
1097,4680.1494
1098,-9399.64
1099,4559.2236
1100,-14264.23
1101,2091.133
1102,901984.25
1103,148276.16
1104,-10589.3545
1105,60279.348
1106,1677.0472
1107,1958.5746
1108,-282844.4
1109,302515460.0
1110,1108.382
1111,-305432.7
1112,-52989.492
1113,137326.8
1114,106987.84
1115,7946076.0
1116,5034.6025
1117,3371492.2
1118,99323.61
1119,25742874.0
1120,-69772.164
1121,190166450.0
1122,13175.745
1123,29872.81
1124,15883537.0
1125,48614132.0
1126,9974905.0
1127,2327.3066
1128,13424928.0
1129,980601200.0
1130,1560234000.0
1131,8089.687
1132,19434858.0
1133,465.90515
1134,-23389.074
1135,690.211
1136,-28732.094
1137,117225100.0
1138,-15318.615
1139,-41275.656
1140,-4426.572
1141,1340.7
1142,3607912.2
1143,69.43274
1144,-28683.617
1145,29218820.0
1146,1993.0342
1147,83419.21
1148,-6065.573
1149,350590.6
1150,3644.36
1151,1563.9517
1152,-33075.08
1153,131874300.0
1154,1402908.6
1155,-4123.7227
1156,-1099.2059
1157,2056.0718
1158,-6931.1904
1159,-126801.234
1160,-26208.977
1161,-2213450.5
1162,-25751.58
1163,-10337.651
1164,1315.0826
1165,-1028.3267
1166,4699.0425
1167,173642720.0
1168,4502.327
1169,648.03503
1170,36454.234
1171,42019704.0
1172,3060.8975
1173,810659.1
1174,-155619.27
1175,-69547.15
1176,-318438.9
1177,88234130.0
1178,68842.51
1179,147719540.0
1180,-22269.496
1181,3357.5178
1182,2780.4573
1183,-1242.6504
1184,-30912.639
1185,1473.551
1186,32242680.0
1187,-4589.0615
1188,34808.402
1189,4513954.5
1190,21189712.0
1191,451104.75
1192,873783.5
1193,3039.2178
1194,13408.3
1195,1691.784
1196,-54911.94
1197,9264328.0
1198,40067132.0
1199,-14361.87
1200,29988260.0
1201,38062684.0
1202,16188841.0
1203,484.513
1204,201904.88
1205,18875744.0
1206,-171195.77
1207,1028.0762
1208,1176.8999
1209,137710300.0
1210,4047591.2
1211,-62936.215
1212,-38896.594
1213,-57244.03
1214,240724240.0
1215,891.81775
1216,96246900.0
1217,-4170.4766
1218,-1476980.0
1219,-11751.541
1220,8105133.0
1221,-25815.57
1222,1420398.0
1223,3153.854
1224,-36322.41
1225,50642764.0
1226,159501120.0
1227,30914650.0
1228,6164735.0
1229,3910.4763
1230,65273950.0
1231,31791702.0
1232,28315376.0
1233,1353807.5
1234,12525296.0
1235,23678030.0
1236,6633.1074
1237,6456905.0
1238,1514734.6
1239,644424.9
1240,-29277.43
1241,13755784.0
1242,1573.9106
1243,-75256.945
1244,-51585.074
1245,5468991.0
1246,-98946.23
1247,19170960.0
1248,-12894.407
1249,-7609.0874
1250,-8160.532
1251,128808090.0
1252,-3218.0496
1253,85587.21
1254,17619694.0
1255,-148413.03
1256,-16757.945
1257,885.27264
1258,3251.902
1259,10572063.0
1260,-48633.996
1261,7982.461
1262,10919067.0
1263,1148465000.0
1264,468182.1
1265,336053.3
1266,524157.97
1267,19098.277
1268,-128669.805
1269,-8725.282
1270,-123562.31
1271,320.4239
1272,25183036.0
1273,360841900.0
1274,24904.373
1275,-23849.107
1276,3812403.5
1277,26580226.0
1278,4325.669
1279,26852.229
1280,6857.915
1281,1622.9807
1282,-1283.1417
1283,-41910.83
1284,-1195.0321
1285,17277166.0
1286,-48166.453
1287,-2095.2183
1288,25082.268
1289,-74610.65
1290,-60895.44
1291,4700475.0
1292,3016.3757
1293,70457550.0
1294,55092348.0
1295,4442.0283
1296,-167820.16
1297,-122037.2
1298,24115372.0
1299,59338400.0
1300,3533.83
1301,19970236.0
1302,-490.76825
1303,71846856.0
1304,3713.868
1305,22242876.0
1306,1862.0829
1307,-14758.166
1308,-33972.74
1309,103021.586
1310,-83734.23
1311,-104143.1
1312,-78672.9
1313,-26281.07
1314,271932300.0
1315,-13931.328
1316,10325.286
1317,792.7417
1318,912.83466
1319,-233733.66
1320,-115370.93
1321,2375.0496
1322,4636372.5
1323,-4918.68
1324,1664060.9
1325,21069.434
1326,3915.063
1327,56780236.0
1328,987.6094
1329,60676684.0
1330,2561.1199
1331,17812.578
1332,1854.9027
1333,1896.5118
1334,97536710.0
1335,-107023.94
1336,12820370.0
1337,23103.533
1338,-58006.19
1339,2432.083
1340,185403660.0
1341,5081.9146
1342,28305.865
1343,587782200.0
1344,-48264.62
1345,-118426.19
1346,289704320.0
1347,-130354.95
1348,124714160.0
1349,-11089.65
1350,1017488.8
1351,-46333.207
1352,2288.1965
1353,-105346.06
1354,-1885.8363
1355,169518.44
1356,766986.06
1357,873721.56
1358,39080704.0
1359,182258780.0
1360,-2833.418
1361,3603.158
1362,35736.395
1363,-21459.48
1364,7095.373
1365,66729216.0
1366,84492920.0
1367,3289.254
1368,-5345.986
1369,2755.4375
1370,2896.8416
1371,62461.348
1372,1310.4478
1373,55841760.0
1374,-345.2374
1375,-23625.846
1376,115.09528
1377,3589.3735
1378,-18004.12
1379,2303.3887
1380,-45029.46
1381,-4466.205
1382,-5055.349
1383,43332824.0
1384,-107022.375
1385,3108.3198
1386,17127714.0
1387,-17104.438
1388,108510650.0
1389,4356.9565
1390,3416.8708
1391,-2030.9464
1392,3557.5085
1393,92116340.0
1394,145310220.0
1395,645.95544
1396,1122842.6
1397,-61548.62
1398,-43077.105
1399,42592.684
1400,195676720.0
1401,-8091.666
1402,12848511.0
1403,2709.7456
1404,-28902.686
1405,90164540.0
1406,1531.8826
1407,-393544.5
1408,2717027.8
1409,2963124.2
1410,-87061.414
1411,5188812.5
1412,-316.38358
1413,63813256.0
1414,6838.367
1415,-12745.262
1416,3875.0315
1417,26388230.0
1418,27041392.0
1419,-31304.057
1420,28311958.0
1421,279876.53
1422,4964.599
1423,-51597.12
1424,22.18083
1425,338810720.0
1426,1843.3578
1427,158525630.0
1428,2439.9316
1429,2455.05
1430,960.0249
1431,-17124.834
1432,-10704.8545
1433,10378501.0
1434,3290.0781
1435,-185053.28
1436,3115.7424
1437,1722.6567
1438,18205374.0
1439,5662.494
1440,-86.2255
1441,-3005.334
1442,1887.9114
1443,-9485.982
1444,6125211.0
1445,35596304.0
1446,19389130.0
1447,127637.81
1448,-28154.137
1449,2820.384
1450,68929020.0
1451,6656269.5
1452,8819716.0
1453,53541440.0
1454,4564.468
1455,171226080.0
1456,-66370.414
1457,638.45135
1458,-137001.94
1459,1203500.5
1460,-21361.7
1461,3805.7085
1462,30074384.0
1463,-16263.765
1464,76051.65
1465,2390.4978
1466,481001.5
1467,-10115.986
1468,35752324.0
1469,4653.3584
1470,-8449.831
1471,1559.9386
1472,7147669.5
1473,250.45924
1474,78671960.0
1475,13247.569
1476,54733788.0
1477,3518.7566
1478,-56925.895
1479,-3083.5442
1480,245551400.0
1481,7821102.0
1482,15553386.0
1483,-3560.4763
1484,2682.0552
1485,8797227.0
1486,6238.0
1487,-54587.824
1488,11840.898
1489,6373.9536
1490,14377.069
1491,14185.773
1492,22302096.0
1493,-2199.0154
1494,2386979.0
1495,27287998.0
1496,1787423.8
1497,-276660.3
1498,56104228.0
1499,7488.3477
1500,7634.572
1501,40036400.0
1502,-7622.461
1503,-19460.992
1504,-55455.95
1505,-29506.387
1506,-3829.1482
1507,802293440.0
1508,-107861.67
1509,2875537.5
1510,1634153.1
1511,126952.4
1512,-10444.11
1513,5355.538
1514,-109996.836
1515,-15694.009
1516,-14159.914
1517,2509207.8
1518,-12020.66
1519,-115129.87
1520,-1550.7985
1521,13717006.0
1522,62646544.0
1523,39826.293
1524,-68208.26
1525,62853600.0
1526,-72728.09
1527,880.05316
1528,50959000.0
1529,122547304.0
1530,101083.32
1531,-29117.1
1532,145515340.0
1533,4272.0415
1534,907706.8
1535,14137449.0
1536,-76148.9
1537,7180.265
1538,2149.0742
1539,-2315.7966
1540,-7052.2617
1541,77365.44
1542,1248.6897
1543,65.579704
1544,-25263.738
1545,370.17294
1546,-108730.72
1547,15718507.0
1548,3247.8054
1549,31557500.0
1550,172990540.0
1551,8684670.0
1552,510940930.0
1553,-65320.4
1554,-2264.6584
1555,-17756.008
1556,2452.0713
1557,-79335.41
1558,-31096.525
1559,101900.28
1560,-556.9314
1561,2739.1436
1562,880301.1
1563,1710400.6
1564,302440800.0
1565,2750.205
1566,225561.4
1567,23883.602
1568,5713074.0
1569,3028.7522
1570,11243124.0
1571,2869.7622
1572,3752.6973
1573,35341350.0
1574,12525621.0
1575,1794893.9
1576,490333.47
1577,40056.91
1578,3742.3076
1579,88723320.0
1580,108151.51
1581,33072.42
1582,72972190.0
1583,-12868.623
1584,-1584.377
1585,6930.4785
1586,2653.6245
1587,-39704.598
1588,-79153.09
1589,-58990.332
1590,5640.2944
1591,62163664.0
1592,-34056.566
1593,938.0993
1594,-14161.7705
1595,8752328.0
1596,-38090.348
1597,10135339.0
1598,-996.47943
1599,3595.9883
1600,3135.7253
1601,15990669.0
1602,259611.28
1603,29228.074
1604,2246.2422
1605,2389.1548
1606,177659.08
1607,38331556.0
1608,5983382.5
1609,5573.8267
1610,-153046.4
1611,-2051.2058
1612,21999.125
1613,4320.6787
1614,-66537.23
1615,776288400.0
1616,-16515.182
1617,-174985.1
1618,-19.268595
1619,2835.3196
1620,16894294.0
1621,-11563.524
1622,52237252.0
1623,25221406.0
1624,1664.8898
1625,2373330.2
1626,4066217.5
1627,424224.47
1628,33774424.0
1629,50072228.0
1630,53931.266
1631,2391.46
1632,33170.59
1633,2222.8052
1634,3399730.0
1635,25577398.0
1636,4050875.0
1637,10252966.0
1638,-74817.88
1639,-11572.594
1640,167379660.0
1641,-93420.45
1642,4607534.5
1643,-1757.7299
1644,-2791.1948
1645,-3320.9756
1646,86974610.0
1647,-35572.57
1648,-17259.611
1649,-30374.447
1650,-5463.8
1651,4454.292
1652,16219.607
1653,2578.569
1654,-112725.66
1655,-5646.785
1656,-131337.34
1657,-65549.64
1658,-26023.508
1659,-13813.787
1660,571283.3
1661,-26081.53
1662,151697340.0
1663,-71979.75
1664,4797.1353
1665,-1820.9375
1666,-39246.336
1667,-117479.37
1668,27630216.0
1669,2752.434
1670,3798.541
1671,186698690.0
1672,41424370.0
1673,1678.1715
1674,-101614.555
1675,692670.4
1676,3649.294
1677,366882.7
1678,-197.42293
1679,7353166.5
1680,4454.0947
1681,-69897.96
1682,-15881.625
1683,3837350.8
1684,9305.913
1685,335617.12
1686,587667.94
1687,3789.6882
1688,41736724.0
1689,-11016.745
1690,1553291100.0
1691,2256.175
1692,-79.14469
1693,2997.387
1694,132536380.0
1695,-138209.67
